Year,Country,CountryCode,Variable,VariableCode,UnconsolidatedVariableCode,UnconsolidatedVariableName,Value,UnitType,Metadata
2020,France,250,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.44818428211825E11,$,
2020,France,250,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.44818428211825E11,$,
2020,France,250,Population,Pop,Pop,Population,6.5905277E7,N,
2020,French Polynesia,258,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.79733382826875E8,$,
2020,French Polynesia,258,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.79733382826875E8,$,
2020,French Polynesia,258,Population,Pop,Pop,Population,279209.0,N,
2020,Gabon,266,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.26705652028433E9,$,
2020,Gabon,266,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.26705652028433E9,$,
2020,Gabon,266,Population,Pop,Pop,Population,2322539.0,N,
2020,Gambia,270,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",4.73590556626413E7,$,
2020,Gambia,270,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",4.73590556626413E7,$,
2020,Gambia,270,Population,Pop,Pop,Population,2515733.0,N,
2020,Georgia,268,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.50986549005313E9,$,
2020,Georgia,268,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.50986549005313E9,$,
2020,Georgia,268,Population,Pop,Pop,Population,3795678.0,N,
2020,Germany,276,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",7.34337295777421E11,$,
2020,Germany,276,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",7.34337295777421E11,$,
2020,Germany,276,Population,Pop,Pop,Population,8.3628708E7,N,
2020,Ghana,288,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",7.67185937055929E9,$,
2020,Ghana,288,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",7.67185937055929E9,$,
2020,Ghana,288,Population,Pop,Pop,Population,3.1887809E7,N,
2020,Greece,300,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.61266954171593E10,$,
2020,Greece,300,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.61266954171593E10,$,
2020,Greece,300,Population,Pop,Pop,Population,1.0699369E7,N,
2020,Greenland,304,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",8.90991193431352E7,$,
2020,Greenland,304,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",8.90991193431352E7,$,
2020,Greenland,304,Population,Pop,Pop,Population,56080.0,N,
2020,Grenada,308,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",3.26489259259259E7,$,
2020,Grenada,308,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",3.26489259259259E7,$,
2020,Grenada,308,Population,Pop,Pop,Population,116341.0,N,
2020,Guatemala,320,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.09647855413027E10,$,
2020,Guatemala,320,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.09647855413027E10,$,
2020,Guatemala,320,Population,Pop,Pop,Population,1.7357325E7,N,
2020,Guinea,324,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.06002600104341E9,$,
2020,Guinea,324,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.06002600104341E9,$,
2020,Guinea,324,Population,Pop,Pop,Population,1.3371183E7,N,
2020,Guinea-Bissau,624,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.30246602682249E8,$,
2020,Guinea-Bissau,624,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.30246602682249E8,$,
2020,Guinea-Bissau,624,Population,Pop,Pop,Population,2013255.0,N,
2020,Guyana,328,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.32203836930456E8,$,
2020,Guyana,328,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.32203836930456E8,$,
2020,Guyana,328,Population,Pop,Pop,Population,807481.0,N,
2020,Haiti,332,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.73477116345449E9,$,
2020,Haiti,332,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.73477116345449E9,$,
2020,Haiti,332,Population,Pop,Pop,Population,1.1243848E7,N,
2020,Honduras,340,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",3.79087759109708E9,$,
2020,Honduras,340,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",3.79087759109708E9,$,
2020,Honduras,340,Population,Pop,Pop,Population,1.011964E7,N,
2020,Hungary,348,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.73738319678785E10,$,
2020,Hungary,348,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.73738319678785E10,$,
2020,Hungary,348,Population,Pop,Pop,Population,9749457.0,N,
2020,Iceland,352,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.95768460471022E9,$,
2020,Iceland,352,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.95768460471022E9,$,
2020,Iceland,352,Population,Pop,Pop,Population,366614.0,N,
2020,India,356,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",3.78341579767693E11,$,
2020,India,356,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",3.78341579767693E11,$,
2020,India,356,Population,Pop,Pop,Population,1.402617695E9,N,
2020,Indonesia,360,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.1039630305331E11,$,
2020,Indonesia,360,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.1039630305331E11,$,
2020,Indonesia,360,Population,Pop,Pop,Population,2.74814866E8,N,
2020,Iran (Islamic Republic of),364,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",6.68668592816281E10,$,
2020,Iran (Islamic Republic of),364,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",6.68668592816281E10,$,
2020,Iran (Islamic Republic of),364,Population,Pop,Pop,Population,8.7723443E7,N,
2020,Iraq,368,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",4.68308850671141E9,$,
2020,Iraq,368,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",4.68308850671141E9,$,
2020,Iraq,368,Population,Pop,Pop,Population,4.2116605E7,N,
2020,Ireland,372,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.47626312548544E11,$,
2020,Ireland,372,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.47626312548544E11,$,
2020,Ireland,372,Population,Pop,Pop,Population,4982606.0,N,
2020,Israel,376,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",5.00808177224203E10,$,
2020,Israel,376,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",5.00808177224203E10,$,
2020,Israel,376,Population,Pop,Pop,Population,8800376.0,N,
2020,Italy,380,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.76150923433303E11,$,
2020,Italy,380,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.76150923433303E11,$,
2020,Italy,380,Population,Pop,Pop,Population,5.9912769E7,N,
2020,Jamaica,388,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.05281613503345E9,$,
2020,Jamaica,388,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.05281613503345E9,$,
2020,Jamaica,388,Population,Pop,Pop,Population,2830739.0,N,
2020,Japan,392,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.01342002663182E12,$,
2020,Japan,392,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.01342002663182E12,$,
2020,Japan,392,Population,Pop,Pop,Population,1.26304543E8,N,
2020,Jordan,400,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",7.49339297183099E9,$,
2020,Jordan,400,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",7.49339297183099E9,$,
2020,Jordan,400,Population,Pop,Pop,Population,1.0865228E7,N,
2020,Kazakhstan,398,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.23647973136594E10,$,
2020,Kazakhstan,398,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.23647973136594E10,$,
2020,Kazakhstan,398,Population,Pop,Pop,Population,1.9482117E7,N,
2020,Kenya,404,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",7.64980552420918E9,$,
2020,Kenya,404,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",7.64980552420918E9,$,
2020,Kenya,404,Population,Pop,Pop,Population,5.2217334E7,N,
2020,Kiribati,296,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.20575758276612E7,$,
2020,Kiribati,296,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.20575758276612E7,$,
2020,Kiribati,296,Population,Pop,Pop,Population,126099.0,N,
2020,Kosovo,412,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.03271546971049E9,$,
2020,Kosovo,412,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.03271546971049E9,$,
2020,Kosovo,412,Population,Pop,Pop,Population,1751417.0,N,
2020,Kuwait,414,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.00963875764435E10,$,
2020,Kuwait,414,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.00963875764435E10,$,
2020,Kuwait,414,Population,Pop,Pop,Population,4400144.0,N,
2020,Kyrgyzstan,417,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.08818914173722E9,$,
2020,Kyrgyzstan,417,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.08818914173722E9,$,
2020,Kyrgyzstan,417,Population,Pop,Pop,Population,6664140.0,N,
2020,Lao People's Democratic Republic,418,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.59920015367068E9,$,
2020,Lao People's Democratic Republic,418,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.59920015367068E9,$,
2020,Lao People's Democratic Republic,418,Population,Pop,Pop,Population,7346533.0,N,
2020,Latvia,428,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",3.83287433597816E9,$,
2020,Latvia,428,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",3.83287433597816E9,$,
2020,Latvia,428,Population,Pop,Pop,Population,1901123.0,N,
2020,Lebanon,422,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",3.63107104381606E9,$,
2020,Lebanon,422,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",3.63107104381606E9,$,
2020,Lebanon,422,Population,Pop,Pop,Population,5702398.0,N,
2020,Lesotho,426,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",3.35719408555783E8,$,
2020,Lesotho,426,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",3.35719408555783E8,$,
2020,Lesotho,426,Population,Pop,Pop,Population,2235727.0,N,
2020,Liberia,430,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.39854399E8,$,
2020,Liberia,430,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.39854399E8,$,
2020,Liberia,430,Population,Pop,Pop,Population,5149463.0,N,
2020,Libya,434,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.33091943949345E9,$,
2020,Libya,434,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.33091943949345E9,$,
2020,Libya,434,Population,Pop,Pop,Population,7045399.0,N,
2020,Liechtenstein,438,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.19933650349055E9,$,
2020,Liechtenstein,438,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.19933650349055E9,$,
2020,Liechtenstein,438,Population,Pop,Pop,Population,38767.0,N,
2020,Lithuania,440,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",8.87621726892594E9,$,
2020,Lithuania,440,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",8.87621726892594E9,$,
2020,Lithuania,440,Population,Pop,Pop,Population,2795765.0,N,
2020,Luxembourg,442,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",3.62906885766999E9,$,
2020,Luxembourg,442,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",3.62906885766999E9,$,
2020,Luxembourg,442,Population,Pop,Pop,Population,630597.0,N,
2020,Madagascar,450,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.26925062177227E9,$,
2020,Madagascar,450,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.26925062177227E9,$,
2020,Madagascar,450,Population,Pop,Pop,Population,2.8953556E7,N,
2020,Malawi,454,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.41920210890513E9,$,
2020,Malawi,454,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.41920210890513E9,$,
2020,Malawi,454,Population,Pop,Pop,Population,1.9533888E7,N,
2020,Malaysia,458,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",7.50235171370541E10,$,
2020,Malaysia,458,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",7.50235171370541E10,$,
2020,Malaysia,458,Population,Pop,Pop,Population,3.3889558E7,N,
2020,Maldives,462,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",9.9719380654554E7,$,
2020,Maldives,462,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",9.9719380654554E7,$,
2020,Maldives,462,Population,Pop,Pop,Population,502118.0,N,
2020,Mali,466,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.46383858084926E9,$,
2020,Mali,466,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.46383858084926E9,$,
2020,Mali,466,Population,Pop,Pop,Population,2.1713836E7,N,
2020,Malta,470,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.07572029540854E9,$,
2020,Malta,470,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.07572029540854E9,$,
2020,Malta,470,Population,Pop,Pop,Population,518207.0,N,
2020,Marshall Islands,584,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",7904537.0,$,
2020,Marshall Islands,584,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",7904537.0,$,
2020,Marshall Islands,584,Population,Pop,Pop,Population,42706.0,N,
2020,Mauritania,478,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",5.52276424586014E8,$,
2020,Mauritania,478,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",5.52276424586014E8,$,
2020,Mauritania,478,Population,Pop,Pop,Population,4600131.0,N,
2020,Mauritius,480,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.2339386042792E9,$,
2020,Mauritius,480,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.2339386042792E9,$,
2020,Mauritius,480,Population,Pop,Pop,Population,1283223.0,N,
2020,Mexico,484,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.27504379962867E11,$,
2020,Mexico,484,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.27504379962867E11,$,
2020,Mexico,484,Population,Pop,Pop,Population,1.26799054E8,N,
2020,Micronesia (Federated States of),583,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1841900.0,$,
2020,Micronesia (Federated States of),583,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1841900.0,$,
2020,Micronesia (Federated States of),583,Population,Pop,Pop,Population,110916.0,N,
2020,Monaco,492,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.15189746926067E8,$,
2020,Monaco,492,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.15189746926067E8,$,
2020,Monaco,492,Population,Pop,Pop,Population,38050.0,N,
2020,Mongolia,496,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.03257757644547E9,$,
2020,Mongolia,496,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.03257757644547E9,$,
2020,Mongolia,496,Population,Pop,Pop,Population,3290785.0,N,
2020,Montenegro,499,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.81861568970561E8,$,
2020,Montenegro,499,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.81861568970561E8,$,
2020,Montenegro,499,Population,Pop,Pop,Population,607935.0,N,
2020,Montserrat,500,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1825185.18518518,$,
2020,Montserrat,500,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1825185.18518519,$,
2020,Montserrat,500,Population,Pop,Pop,Population,4508.0,N,
2020,Morocco,504,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.84183228460197E10,$,
2020,Morocco,504,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.84183228460197E10,$,
2020,Morocco,504,Population,Pop,Pop,Population,3.6584208E7,N,
2020,Mozambique,508,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.18706055678399E9,$,
2020,Mozambique,508,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.18706055678399E9,$,
2020,Mozambique,508,Population,Pop,Pop,Population,3.0783688E7,N,
2020,Myanmar,104,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.0453898644284E10,$,
2020,Myanmar,104,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.0453898644284E10,$,
2020,Myanmar,104,Population,Pop,Pop,Population,5.3016522E7,N,
2020,Namibia,516,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.16629135163536E9,$,
2020,Namibia,516,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.16629135163536E9,$,
2020,Namibia,516,Population,Pop,Pop,Population,2728762.0,N,
2020,Nauru,520,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.8379905950325E7,$,
2020,Nauru,520,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.8379905950325E7,$,
2020,Nauru,520,Population,Pop,Pop,Population,11643.0,N,
2020,Nepal,524,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.47039354962694E9,$,
2020,Nepal,524,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.47039354962694E9,$,
2020,Nepal,524,Population,Pop,Pop,Population,2.8966574E7,N,
2020,Netherlands (Kingdom of the),528,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",9.77697025338507E10,$,
2020,Netherlands (Kingdom of the),528,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",9.77697025338507E10,$,
2020,Netherlands (Kingdom of the),528,Population,Pop,Pop,Population,1.7636731E7,N,
2020,New Caledonia,540,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",8.97872662711753E8,$,
2020,New Caledonia,540,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",8.97872662711753E8,$,
2020,New Caledonia,540,Population,Pop,Pop,Population,284176.0,N,
2020,New Zealand,554,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.00154555329187E10,$,
2020,New Zealand,554,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.00154555329187E10,$,
2020,New Zealand,554,Population,Pop,Pop,Population,5069895.0,N,
2020,Nicaragua,558,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.7778749432893E9,$,
2020,Nicaragua,558,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.7778749432893E9,$,
2020,Nicaragua,558,Population,Pop,Pop,Population,6565267.0,N,
2020,Niger,562,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.1034895189793E9,$,
2020,Niger,562,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.1034895189793E9,$,
2020,Niger,562,Population,Pop,Pop,Population,2.3717613E7,N,
2020,Nigeria,566,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",4.81353565651977E10,$,
2020,Nigeria,566,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",4.81353565651977E10,$,
2020,Nigeria,566,Population,Pop,Pop,Population,2.13996181E8,N,
2020,North Macedonia,807,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.64368103213033E9,$,
2020,North Macedonia,807,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.64368103213033E9,$,
2020,North Macedonia,807,Population,Pop,Pop,Population,1872015.0,N,
